Z,H,temp,temp_ratio,pressure,pressure_ratio,density,density_ratio,c,g
690000.0000000000000000000,622400.0000000000000000000,999.9650000000000000000,3.4703000000000000000,0.0000000345130000000,0.0000000000003406200,0.0000000000000345420,0.0000000000000281980,633.9200000000000000000,7.9802000000000000000
695000.0000000000000000000,626500.0000000000000000000,999.9680000000000000000,3.4703000000000000000,0.0000000331710000000,0.0000000000003273700,0.0000000000000325500,0.0000000000000265720,633.9300000000000000000,7.9689000000000000000
700000.0000000000000000000,630600.0000000000000000000,999.9700000000000000000,3.4703000000000000000,0.0000000319080000000,0.0000000000003149100,0.0000000000000306980,0.0000000000000250600,633.9300000000000000000,7.9576000000000000000
705000.0000000000000000000,634600.0000000000000000000,999.9730000000000000000,3.4703000000000000000,0.0000000307200000000,0.0000000000003031800,0.0000000000000289760,0.0000000000000236540,633.9300000000000000000,7.9463000000000000000
710000.0000000000000000000,638700.0000000000000000000,999.9750000000000000000,3.4703000000000000000,0.0000000296000000000,0.0000000000002921300,0.0000000000000273740,0.0000000000000223460,633.9300000000000000000,7.9351000000000000000
715000.0000000000000000000,642700.0000000000000000000,999.9770000000000000000,3.4703000000000000000,0.0000000285430000000,0.0000000000002817000,0.0000000000000258820,0.0000000000000211280,633.9300000000000000000,7.9239000000000000000
720000.0000000000000000000,646700.0000000000000000000,999.9780000000000000000,3.4703000000000000000,0.0000000275460000000,0.0000000000002718600,0.0000000000000244910,0.0000000000000199930,633.9300000000000000000,7.9127000000000000000
725000.0000000000000000000,650800.0000000000000000000,999.9800000000000000000,3.4703000000000000000,0.0000000266050000000,0.0000000000002625700,0.0000000000000231960,0.0000000000000189350,633.9300000000000000000,7.9015000000000000000
730000.0000000000000000000,654800.0000000000000000000,999.9820000000000000000,3.4704000000000000000,0.0000000257140000000,0.0000000000002537800,0.0000000000000219870,0.0000000000000179480,633.9300000000000000000,7.8904000000000000000
735000.0000000000000000000,658800.0000000000000000000,999.9830000000000000000,3.4704000000000000000,0.0000000248710000000,0.0000000000002454500,0.0000000000000208580,0.0000000000000170270,633.9300000000000000000,7.8792000000000000000
740000.0000000000000000000,662800.0000000000000000000,999.9840000000000000000,3.4704000000000000000,0.0000000240720000000,0.0000000000002375700,0.0000000000000198050,0.0000000000000161670,633.9300000000000000000,7.8681000000000000000
745000.0000000000000000000,666800.0000000000000000000,999.9850000000000000000,3.4704000000000000000,0.0000000233140000000,0.0000000000002300900,0.0000000000000188200,0.0000000000000153630,633.9300000000000000000,7.8571000000000000000
750000.0000000000000000000,670800.0000000000000000000,999.9860000000000000000,3.4704000000000000000,0.0000000225950000000,0.0000000000002230000,0.0000000000000179000,0.0000000000000146120,633.9300000000000000000,7.8460000000000000000
755000.0000000000000000000,674800.0000000000000000000,999.9870000000000000000,3.4704000000000000000,0.0000000219120000000,0.0000000000002162600,0.0000000000000170390,0.0000000000000139090,633.9300000000000000000,7.8350000000000000000
760000.0000000000000000000,678800.0000000000000000000,999.9880000000000000000,3.4704000000000000000,0.0000000212630000000,0.0000000000002098500,0.0000000000000162330,0.0000000000000132510,633.9300000000000000000,7.8240000000000000000
765000.0000000000000000000,682800.0000000000000000000,999.9890000000000000000,3.4704000000000000000,0.0000000206440000000,0.0000000000002037400,0.0000000000000154780,0.0000000000000126350,633.9300000000000000000,7.8130000000000000000
770000.0000000000000000000,686800.0000000000000000000,999.9900000000000000000,3.4704000000000000000,0.0000000200550000000,0.0000000000001979300,0.0000000000000147710,0.0000000000000120580,633.9300000000000000000,7.8020000000000000000
775000.0000000000000000000,690800.0000000000000000000,999.9910000000000000000,3.4704000000000000000,0.0000000194930000000,0.0000000000001923800,0.0000000000000141080,0.0000000000000115170,633.9300000000000000000,7.7911000000000000000
780000.0000000000000000000,694800.0000000000000000000,999.9920000000000000000,3.4704000000000000000,0.0000000189570000000,0.0000000000001870900,0.0000000000000134870,0.0000000000000110100,633.9300000000000000000,7.7802000000000000000
785000.0000000000000000000,698700.0000000000000000000,999.9920000000000000000,3.4704000000000000000,0.0000000184450000000,0.0000000000001820300,0.0000000000000129030,0.0000000000000105330,633.9300000000000000000,7.7693000000000000000
